"AUXRR247.Code.or.Value","AUXRR247.Value.Description","AUXRR247.Count","AUXRR247.Cumulative","AUXRR247.Skip.to.Item"
"-9 to 30","Range of Values",1139,1139,NA
".","Missing",71,1210,NA
