"AUXRR141.Code.or.Value","AUXRR141.Value.Description","AUXRR141.Count","AUXRR141.Cumulative","AUXRR141.Skip.to.Item"
"-26 to 87","Range of Values",2752,2752,NA
".","Missing",282,3034,NA
