"AUXRR150.Code.or.Value","AUXRR150.Value.Description","AUXRR150.Count","AUXRR150.Cumulative","AUXRR150.Skip.to.Item"
"-33 to 130","Range of Values",2160,2160,NA
".","Missing",208,2368,NA
