"AUDTYR24.Code.or.Value","AUDTYR24.Value.Description","AUDTYR24.Count","AUDTYR24.Cumulative","AUDTYR24.Skip.to.Item"
"0 to 2.22","Range of Values",1140,1140,NA
".","Missing",70,1210,NA
