"KIQ044.Code.or.Value","KIQ044.Value.Description","KIQ044.Count","KIQ044.Cumulative","KIQ044.Skip.to.Item"
"1","Yes",1019,1019,""
"2","No",3658,4677,"KIQ046"
"7","Refused",0,4677,"KIQ046"
"9","Don't know",5,4682,"KIQ046"
".","Missing",878,5560,""
