"RHQ210.Code.or.Value","RHQ210.Value.Description","RHQ210.Count","RHQ210.Cumulative","RHQ210.Skip.to.Item"
"1","Yes",1106,1106,""
"2","No",675,1781,"RHQ250"
"7","Refused",0,1781,"RHQ245"
"9","Don't know",0,1781,"RHQ245"
".","Missing",1816,3597,""
