"AUXLR213.Code.or.Value","AUXLR213.Value.Description","AUXLR213.Count","AUXLR213.Cumulative","AUXLR213.Skip.to.Item"
"-29 to 58","Range of Values",1774,1774,NA
".","Missing",115,1889,NA
