"CIQD071.Code.or.Value","CIQD071.Value.Description","CIQD071.Count","CIQD071.Cumulative","CIQD071.Skip.to.Item"
"4 to 300","Range of Values",12,12,NA
"7777","Refuse",0,12,NA
"9999","Don't know",2,14,NA
".","Missing",764,778,NA
