"AUQ191.Code.or.Value","AUQ191.Value.Description","AUQ191.Count","AUQ191.Cumulative","AUQ191.Skip.to.Item"
"1","Yes",683,683,""
"2","No",4083,4766,"AUQ300"
"7","Refused",0,4766,"AUQ300"
"9","Don't know",1,4767,"AUQ300"
".","Missing",4808,9575,""
