"LBD128LC.Code.or.Value","LBD128LC.Value.Description","LBD128LC.Count","LBD128LC.Cumulative","LBD128LC.Skip.to.Item"
"0","At or above the detection limit",470,470,NA
"1","Below lower detection limit",1407,1877,NA
".","Missing",408,2285,NA
