"AUXLR111.Code.or.Value","AUXLR111.Value.Description","AUXLR111.Count","AUXLR111.Cumulative","AUXLR111.Skip.to.Item"
"-71 to 53","Range of Values",2754,2754,NA
".","Missing",280,3034,NA
