"CIQP15.Code.or.Value","CIQP15.Value.Description","CIQP15.Count","CIQP15.Cumulative","CIQP15.Skip.to.Item"
"1","Yes",51,51,""
"2","Sometimes",6,57,""
"3","No",45,102,"CIDPSCOR"
"7","Refused",0,102,""
"9","Don't know",1,103,""
".","Missing",747,850,""
