"AUXRR222.Code.or.Value","AUXRR222.Value.Description","AUXRR222.Count","AUXRR222.Cumulative","AUXRR222.Skip.to.Item"
"-18 to 45","Range of Values",1139,1139,NA
".","Missing",71,1210,NA
