"TYXP132.Code.or.Value","TYXP132.Value.Description","TYXP132.Count","TYXP132.Cumulative","TYXP132.Skip.to.Item"
"-291 to 34","Range of Values",7896,7896,NA
".","Missing",573,8469,NA
