"AUXRR173.Code.or.Value","AUXRR173.Value.Description","AUXRR173.Count","AUXRR173.Cumulative","AUXRR173.Skip.to.Item"
"-29 to 56","Range of Values",1772,1772,NA
".","Missing",117,1889,NA
