"RFXC154.Code.or.Value","RFXC154.Value.Description","RFXC154.Count","RFXC154.Cumulative","RFXC154.Skip.to.Item"
"-5.637 to 7.475","Range of Values",51052,51052,NA
".","Missing",24,51076,NA
