"SMQ848.Code.or.Value","SMQ848.Value.Description","SMQ848.Count","SMQ848.Cumulative","SMQ848.Skip.to.Item"
"1 to 20","Range of Values",594,594,NA
"777","Refused",0,594,NA
"999","Don't know",6,600,NA
".","Missing",6401,7001,NA
