"AUXLR127.Code.or.Value","AUXLR127.Value.Description","AUXLR127.Count","AUXLR127.Cumulative","AUXLR127.Skip.to.Item"
"-56 to 43","Range of Values",1664,1664,NA
".","Missing",143,1807,NA
