"AUXRR140.Code.or.Value","AUXRR140.Value.Description","AUXRR140.Count","AUXRR140.Cumulative","AUXRR140.Skip.to.Item"
"-19 to 44","Range of Values",1878,1878,NA
".","Missing",168,2046,NA
