"CIQD098.Code.or.Value","CIQD098.Value.Description","CIQD098.Count","CIQD098.Cumulative","CIQD098.Skip.to.Item"
"0 to 28","Range of Values",37,37,NA
"777","Refuse",0,37,NA
"999","Don't know",0,37,NA
".","Missing",891,928,NA
