"AUDTYL12.Code.or.Value","AUDTYL12.Value.Description","AUDTYL12.Count","AUDTYL12.Cumulative","AUDTYL12.Skip.to.Item"
"0 to 2.25","Range of Values",3834,3834,NA
".","Missing",666,4500,NA
