"AUXRR247.Code.or.Value","AUXRR247.Value.Description","AUXRR247.Count","AUXRR247.Cumulative","AUXRR247.Skip.to.Item"
"-32 to 112","Range of Values",1772,1772,NA
".","Missing",117,1889,NA
