"AUXLR231.Code.or.Value","AUXLR231.Value.Description","AUXLR231.Count","AUXLR231.Cumulative","AUXLR231.Skip.to.Item"
"-36 to 49","Range of Values",1139,1139,NA
".","Missing",71,1210,NA
