"TYXP042.Code.or.Value","TYXP042.Value.Description","TYXP042.Count","TYXP042.Cumulative","TYXP042.Skip.to.Item"
"-32 to 179","Range of Values",8469,8469,NA
".","Missing",0,8469,NA
