"SXQ636.Code.or.Value","SXQ636.Value.Description","SXQ636.Count","SXQ636.Cumulative","SXQ636.Skip.to.Item"
"1 to 85","Range of Values",1444,1444,NA
"100","100 or more",8,1452,NA
"77777","Refused",1,1453,NA
"99999","Don't know",2,1455,NA
".","Missing",3388,4843,NA
