"RFXT162.Code.or.Value","RFXT162.Value.Description","RFXT162.Count","RFXT162.Cumulative","RFXT162.Skip.to.Item"
"1415 to 1424","Range of Values",51050,51050,NA
".","Missing",26,51076,NA
