"CIQD001.Code.or.Value","CIQD001.Value.Description","CIQD001.Count","CIQD001.Cumulative","CIQD001.Skip.to.Item"
"1","Yes",116,116,""
"2","No",598,714,"CIQD008"
"7","Refuse",0,714,"CIQD008"
"9","Don't know",0,714,"CIQD008"
".","Missing",64,778,""
