"RFXC060.Code.or.Value","RFXC060.Value.Description","RFXC060.Count","RFXC060.Cumulative","RFXC060.Skip.to.Item"
"-5.731 to 4.277","Range of Values",51064,51064,NA
".","Missing",12,51076,NA
