"TYXP004.Code.or.Value","TYXP004.Value.Description","TYXP004.Count","TYXP004.Cumulative","TYXP004.Skip.to.Item"
"150 to 199","Range of Values",5585,5585,NA
".","Missing",0,5585,NA
