"RFXC001.Code.or.Value","RFXC001.Value.Description","RFXC001.Count","RFXC001.Cumulative","RFXC001.Skip.to.Item"
"-0.996 to 1.794","Range of Values",51076,51076,NA
".","Missing",0,51076,NA
