"AUDTYL13.Code.or.Value","AUDTYL13.Value.Description","AUDTYL13.Count","AUDTYL13.Cumulative","AUDTYL13.Skip.to.Item"
"0 to 2.38","Range of Values",2756,2756,NA
".","Missing",278,3034,NA
