"AUXRR117.Code.or.Value","AUXRR117.Value.Description","AUXRR117.Count","AUXRR117.Cumulative","AUXRR117.Skip.to.Item"
"-72 to 102","Range of Values",1676,1676,NA
".","Missing",131,1807,NA
