"LBC066LA.Code.or.Value","LBC066LA.Value.Description","LBC066LA.Count","LBC066LA.Cumulative","LBC066LA.Skip.to.Item"
"0.1 to 6","Range of Values",264,264,NA
".","Missing",0,264,NA
