"AUDTYR02.Code.or.Value","AUDTYR02.Value.Description","AUDTYR02.Count","AUDTYR02.Cumulative","AUDTYR02.Skip.to.Item"
"0 to 1.16","Range of Values",2160,2160,NA
".","Missing",208,2368,NA
