"KIQ042.Code.or.Value","KIQ042.Value.Description","KIQ042.Count","KIQ042.Cumulative","KIQ042.Skip.to.Item"
"1","Yes",1169,1169,""
"2","No",3920,5089,"KIQ044"
"7","Refused",1,5090,"KIQ044"
"9","Don't know",6,5096,"KIQ044"
".","Missing",673,5769,""
