"WBXP005.Code.or.Value","WBXP005.Value.Description","WBXP005.Count","WBXP005.Cumulative","WBXP005.Skip.to.Item"
"-56.6965 to 176.6393","Range of Values",8551,8551,NA
".","Missing",3,8554,NA
