"KIQ341.Code.or.Value","KIQ341.Value.Description","KIQ341.Count","KIQ341.Cumulative","KIQ341.Skip.to.Item"
"1","Yes",1080,1080,""
"2","No",265,1345,"KIQ400"
"7","Refused",3,1348,"KIQ400"
"9","Don't know",3,1351,"KIQ400"
".","Missing",924,2275,""
