"RFXT112.Code.or.Value","RFXT112.Value.Description","RFXT112.Count","RFXT112.Cumulative","RFXT112.Skip.to.Item"
"973 to 982","Range of Values",51057,51057,NA
".","Missing",19,51076,NA
