"HCQ170.Code.or.Value","HCQ170.Value.Description","HCQ170.Count","HCQ170.Cumulative","HCQ170.Skip.to.Item"
"1","True",32,32,NA
"2","False",0,32,NA
"7","Refused",0,32,NA
"9","Don't know",2,34,NA
".","Missing",44,78,NA
