"RFXC054.Code.or.Value","RFXC054.Value.Description","RFXC054.Count","RFXC054.Cumulative","RFXC054.Skip.to.Item"
"-7.267 to 4.158","Range of Values",51065,51065,NA
".","Missing",11,51076,NA
