"AUXLR233.Code.or.Value","AUXLR233.Value.Description","AUXLR233.Count","AUXLR233.Cumulative","AUXLR233.Skip.to.Item"
"-32 to 51","Range of Values",1139,1139,NA
".","Missing",71,1210,NA
