"AUXLR270.Code.or.Value","AUXLR270.Value.Description","AUXLR270.Count","AUXLR270.Cumulative","AUXLR270.Skip.to.Item"
"-20 to 63","Range of Values",1139,1139,NA
".","Missing",71,1210,NA
