"RFXT072.Code.or.Value","RFXT072.Value.Description","RFXT072.Count","RFXT072.Cumulative","RFXT072.Skip.to.Item"
"619 to 628","Range of Values",51064,51064,NA
".","Missing",12,51076,NA
