"AUXRR222.Code.or.Value","AUXRR222.Value.Description","AUXRR222.Count","AUXRR222.Cumulative","AUXRR222.Skip.to.Item"
"-24 to 73","Range of Values",1676,1676,NA
".","Missing",131,1807,NA
