"AUDTYR30.Code.or.Value","AUDTYR30.Value.Description","AUDTYR30.Count","AUDTYR30.Cumulative","AUDTYR30.Skip.to.Item"
"0 to 1.81","Range of Values",1890,1890,NA
".","Missing",156,2046,NA
