"AUXRR139.Code.or.Value","AUXRR139.Value.Description","AUXRR139.Count","AUXRR139.Cumulative","AUXRR139.Skip.to.Item"
"-33 to 46","Range of Values",2752,2752,NA
".","Missing",282,3034,NA
