"LBDF03LC.Code.or.Value","LBDF03LC.Value.Description","LBDF03LC.Count","LBDF03LC.Cumulative","LBDF03LC.Skip.to.Item"
"0","At or above the detection limit",238,238,NA
"1","Below lower detection limit",8,246,NA
".","Missing",1,247,NA
