"AUXLR128.Code.or.Value","AUXLR128.Value.Description","AUXLR128.Count","AUXLR128.Cumulative","AUXLR128.Skip.to.Item"
"-50 to 52","Range of Values",2754,2754,NA
".","Missing",280,3034,NA
