"AUXLR218.Code.or.Value","AUXLR218.Value.Description","AUXLR218.Count","AUXLR218.Cumulative","AUXLR218.Skip.to.Item"
"-31 to 48","Range of Values",1883,1883,NA
".","Missing",163,2046,NA
