"AUXRR214.Code.or.Value","AUXRR214.Value.Description","AUXRR214.Count","AUXRR214.Cumulative","AUXRR214.Skip.to.Item"
"-107 to 62","Range of Values",2160,2160,NA
".","Missing",208,2368,NA
