"WBXA049.Code.or.Value","WBXA049.Value.Description","WBXA049.Count","WBXA049.Cumulative","WBXA049.Skip.to.Item"
"-2.6547 to 0.9999","Range of Values",8554,8554,NA
".","Missing",0,8554,NA
