"AUXRR211.Code.or.Value","AUXRR211.Value.Description","AUXRR211.Count","AUXRR211.Cumulative","AUXRR211.Skip.to.Item"
"-28 to 53","Range of Values",1676,1676,NA
".","Missing",131,1807,NA
