"PAQ610.Code.or.Value","PAQ610.Value.Description","PAQ610.Count","PAQ610.Cumulative","PAQ610.Skip.to.Item"
"1 to 7","Range of Values",947,947,""
"77","Refused",0,947,"PAQ620"
"99","Don't know",0,947,"PAQ620"
".","Missing",8160,9107,""
