"SMD233.Code.or.Value","SMD233.Value.Description","SMD233.Count","SMD233.Cumulative","SMD233.Skip.to.Item"
"1 to 15","Range of Values",21,21,NA
"7777","Refused",0,21,NA
"9999","Don't know",0,21,NA
".","Missing",5390,5411,NA
