"PAQ770.Code.or.Value","PAQ770.Value.Description","PAQ770.Count","PAQ770.Cumulative","PAQ770.Skip.to.Item"
"1","Yes",192,192,NA
"2","No",1952,2144,NA
"7","Refused",0,2144,NA
"9","Don't know",25,2169,NA
".","Missing",7086,9255,NA
