"AUXLR240.Code.or.Value","AUXLR240.Value.Description","AUXLR240.Count","AUXLR240.Cumulative","AUXLR240.Skip.to.Item"
"-21 to 51","Range of Values",1883,1883,NA
".","Missing",163,2046,NA
