"AUXLR146.Code.or.Value","AUXLR146.Value.Description","AUXLR146.Count","AUXLR146.Cumulative","AUXLR146.Skip.to.Item"
"-15 to 126","Range of Values",2152,2152,NA
".","Missing",216,2368,NA
