"TYXA148.Code.or.Value","TYXA148.Value.Description","TYXA148.Count","TYXA148.Cumulative","TYXA148.Skip.to.Item"
"0.09 to 6.692","Range of Values",6435,6435,NA
".","Missing",2034,8469,NA
