"AUQ370.Code.or.Value","AUQ370.Value.Description","AUQ370.Count","AUQ370.Cumulative","AUQ370.Skip.to.Item"
"1","Yes",666,666,NA
"2","No",4097,4763,NA
"7","Refused",0,4763,NA
"9","Don't know",4,4767,NA
".","Missing",4808,9575,NA
