"TYXP137.Code.or.Value","TYXP137.Value.Description","TYXP137.Count","TYXP137.Cumulative","TYXP137.Skip.to.Item"
"-294 to 101","Range of Values",4315,4315,NA
".","Missing",1270,5585,NA
