"AUDTYR30.Code.or.Value","AUDTYR30.Value.Description","AUDTYR30.Count","AUDTYR30.Cumulative","AUDTYR30.Skip.to.Item"
"0 to 1.72","Range of Values",1774,1774,NA
".","Missing",115,1889,NA
