"RHQ166.Code.or.Value","RHQ166.Value.Description","RHQ166.Count","RHQ166.Cumulative","RHQ166.Skip.to.Item"
"0 to 15","Range of Values",2273,2273,NA
"77","Refused",0,2273,NA
"99","Don't know",0,2273,NA
".","Missing",1472,3745,NA
