"RDQ070.Code.or.Value","RDQ070.Value.Description","RDQ070.Count","RDQ070.Cumulative","RDQ070.Skip.to.Item"
"1","Yes",1332,1332,""
"2","No",8310,9642,"RDQ140"
"7","Refused",0,9642,"RDQ140"
"9","Don't know",3,9645,"RDQ140"
".","Missing",0,9645,""
