"RFXT091.Code.or.Value","RFXT091.Value.Description","RFXT091.Count","RFXT091.Cumulative","RFXT091.Skip.to.Item"
"787 to 796","Range of Values",33693,33693,NA
".","Missing",28,33721,NA
